DetectGPT-2024/corpus-1-humain.csv,2252,1 journaliste,Éric Leblanc,une chronique sportive,2022-07-12,https://www.rds.ca/hockey/canadiens/mailloux-assure-tout-faire-pour-devenir-une-meilleure-personne-1.15953395,CH : Logan Mailloux assure tout faire pour devenir une meilleure personne,Human,0.0,0.0,1.0
DetectGPT-2024/corpus-1-humain.csv,2139,1 journaliste,Éric Leblanc,une chronique sportive,2023-01-18,https://www.rds.ca/hockey/canadiens/pas-evident-de-trouver-l-equilibre-1.16527718,Canadien : le directeur général Kent Hughes a dressé son bilan de l'équipe à la mi-saison,Human,0.0,0.0,1.0
DetectGPT-2024/corpus-1-humain.csv,2195,1 journaliste,Éric Leblanc,une chronique sportive,2023-01-18,https://www.rds.ca/hockey/owen-beck-a-maintenant-montreal-en-tete-1.16527053,Espoirs des Canadiens : Owen Beck a maintenant Montréal en tête,Human,0.0,0.0,1.0
DetectGPT-2024/corpus-1-humain.csv,3705,1 journaliste,Améli Pineda,un reportage judiciaire,2021-05-20,https://www.ledevoir.com/societe/586670/justice-un-pas-de-plus-vers-la-protection-des-victimes-de-violence-conjugale,Un pas de plus vers la protection des victimes de violence conjugale,Human,0.0,0.0,1.0
DetectGPT-2024/corpus-1-humain.csv,4082,1 journaliste,Améli Pineda,un reportage judiciaire,2021-06-16,https://www.ledevoir.com/societe/sante/586996/amendes-salees-les-opposants-au-masque-veulent-les-contester,Les opposants au port du masque veulent contester les constats d’infraction,Human,0.0,0.0,1.0
DetectGPT-2024/corpus-1-humain.csv,2664,1 journaliste,Éric Leblanc,une chronique sportive,2022-08-14,https://www.rds.ca/hockey/lnh/apres-le-choc-david-perron-doit-se-rejouir-1.15985564,"Après le choc, David Perron doit se réjouir",Human,0.0,0.0,1.0
DetectGPT-2024/corpus-1-humain.csv,2022,1 journaliste,Éric Leblanc,une chronique sportive,2022-11-13,https://www.rds.ca/football/alouettes/matte-emotif-des-changements-a-prevoir-1.16391437,Alouettes : les changements à prévoir rendent Matte émotif,Human,0.0,0.0,1.0
DetectGPT-2024/corpus-1-humain.csv,2702,1 journaliste,Éric Leblanc,une chronique sportive,2022-08-04,https://www.rds.ca/football/alouettes/les-alouettes-s-ecrasent-au-quatrieme-quart-1.15978997,"LCF : Les Alouettes s'écrasent au quatrième quart devant les Blue Bombers, qui sont invaincus",Human,0.0,0.0,1.0
DetectGPT-2024/corpus-1-humain.csv,3981,1 journaliste,Améli Pineda,un reportage judiciaire,2020-04-02,https://www.ledevoir.com/societe/585937/upac-l-ex-commissaire-temoigne-au-proces-de-son-ex-bras-droit,Robert Lafrenière assure ne pas avoir quitté l’UPAC à cause de Guy Ouellette,Human,0.0,0.0,1.0
DetectGPT-2024/corpus-1-humain.csv,3838,1 journaliste,Améli Pineda,un reportage judiciaire,2021-07-21,https://www.ledevoir.com/societe/574712/budget-reactions-violence-faite-aux-femmes,Les besoins des femmes violentées restent immenses,Human,0.0,0.0,1.0
