"corpus-1-humain.csv",2252,"1 journaliste","Éric Leblanc","une chronique sportive",2022-07-12,"https://www.rds.ca/hockey/canadiens/mailloux-assure-tout-faire-pour-devenir-une-meilleure-personne-1.15953395","CH : Logan Mailloux assure tout faire pour devenir une meilleure personne","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",2139,"1 journaliste","Éric Leblanc","une chronique sportive",2023-01-18,"https://www.rds.ca/hockey/canadiens/pas-evident-de-trouver-l-equilibre-1.16527718","Canadien : le directeur général Kent Hughes a dressé son bilan de l'équipe à la mi-saison","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",2195,"1 journaliste","Éric Leblanc","une chronique sportive",2023-01-18,"https://www.rds.ca/hockey/owen-beck-a-maintenant-montreal-en-tete-1.16527053","Espoirs des Canadiens : Owen Beck a maintenant Montréal en tête","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",3705,"1 journaliste","Améli Pineda","un reportage judiciaire",2021-05-20,"https://www.ledevoir.com/societe/586670/justice-un-pas-de-plus-vers-la-protection-des-victimes-de-violence-conjugale","Un pas de plus vers la protection des victimes de violence conjugale","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",4082,"1 journaliste","Améli Pineda","un reportage judiciaire",2021-06-16,"https://www.ledevoir.com/societe/sante/586996/amendes-salees-les-opposants-au-masque-veulent-les-contester","Les opposants au port du masque veulent contester les constats d’infraction","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",2664,"1 journaliste","Éric Leblanc","une chronique sportive",2022-08-14,"https://www.rds.ca/hockey/lnh/apres-le-choc-david-perron-doit-se-rejouir-1.15985564","Après le choc, David Perron doit se réjouir","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",2022,"1 journaliste","Éric Leblanc","une chronique sportive",2022-11-13,"https://www.rds.ca/football/alouettes/matte-emotif-des-changements-a-prevoir-1.16391437","Alouettes : les changements à prévoir rendent Matte émotif","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",2702,"1 journaliste","Éric Leblanc","une chronique sportive",2022-08-04,"https://www.rds.ca/football/alouettes/les-alouettes-s-ecrasent-au-quatrieme-quart-1.15978997","LCF : Les Alouettes s'écrasent au quatrième quart devant les Blue Bombers, qui sont invaincus","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",3981,"1 journaliste","Améli Pineda","un reportage judiciaire",2020-04-02,"https://www.ledevoir.com/societe/585937/upac-l-ex-commissaire-temoigne-au-proces-de-son-ex-bras-droit","Robert Lafrenière assure ne pas avoir quitté l’UPAC à cause de Guy Ouellette","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",3838,"1 journaliste","Améli Pineda","un reportage judiciaire",2021-07-21,"https://www.ledevoir.com/societe/574712/budget-reactions-violence-faite-aux-femmes","Les besoins des femmes violentées restent immenses","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",3805,"1 journaliste","Améli Pineda","un reportage judiciaire",2021-04-16,"https://www.ledevoir.com/politique/quebec/594895/erreur-sur-la-personne-quebec-declenche-une-enquete-independante-sur-l-affaire-camara","Mamadi Camara s'avoue déçu par les deux enquêtes annoncées","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",4139,"1 journaliste","Améli Pineda","un reportage judiciaire",2020-03-31,"https://www.ledevoir.com/societe/589799/profilage-racial-la-police-de-repentigny-se-veut-plus-inclusive","La police de Repentigny se veut plus inclusive","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",3779,"1 journaliste","Améli Pineda","un reportage judiciaire",2021-04-08,"https://www.ledevoir.com/societe/587599/poursuite-quebec-jean-charest","Jean Charest poursuit Québec pour violation de sa vie privée","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",3830,"1 journaliste","Améli Pineda","un reportage judiciaire",2020-12-04,"https://www.ledevoir.com/societe/582598/violence-conjugale-inquietudes-face-a-un-tueur-qui-ecope-d-au-moins-13-ans-de-penitencier","Inquiétudes face à un tueur qui écope d’au moins 13 ans de pénitencier","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",3879,"1 journaliste","Améli Pineda","un reportage judiciaire",2021-07-28,"https://www.ledevoir.com/societe/594612/mort-de-bony-jean-pierre-le-policier-christian-gilbert-acquitte","Un policier acquitté dans l’affaire Bony Jean-Pierre","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",3079,"1 journaliste","Thomas Gerbet","un reportage",2020-10-01,"https://ici.radio-canada.ca/nouvelle/1738096/chum-suspend-visites-patients-covid","Le CHUM suspend les visites aux patients | Coronavirus","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",3116,"1 journaliste","Éric Leblanc","une chronique sportive",2022-09-17,"https://www.rds.ca/hockey/canadiens/pierrick-dube-expose-de-nouvelles-armes-1.16207852","Canadiens : Pierrick Dubé expose de nouvelles armes au tournoi des recrues","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",3572,"1 journaliste","Éric Leblanc","une chronique sportive",2022-10-12,"https://www.rds.ca/hockey/canadiens/un-resultat-inattendu-pour-les-canadiens-1.16323235","LNH : Les Canadiens surprennent les Maple Leafs au match d'ouverture","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",4910,"1 journaliste","Emilie Nicolas","une chronique société",2020-04-16,"https://ledevoir.com/opinion/chroniques/577077/docteur-privilege","Docteur Privilège","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",2778,"1 journaliste","Éric Leblanc","une chronique sportive",2022-11-15,"https://www.rds.ca/hockey/canadiens/un-exemple-a-suivre-pour-le-tricolore-1.16394118","Canadiens : un exemple à suivre pour le Tricolore dans ce revers contre les Devils","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",3074,"1 journaliste","Éric Leblanc","une chronique sportive",2023-01-19,"https://www.rds.ca/hockey/canadiens/discipline-recherchee-et-gudas-seme-la-colere-1.16529808","Canadiens : discipline recherchée et Radko Gudas sème la colère chez les Canadiens","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",2988,"1 journaliste","Thomas Gerbet","un reportage",2021-12-21,"https://ici.radio-canada.ca/nouvelle/1849288/croix-rouge-renfort-gouvernement-quebec-covid","COVID-19 : la Croix-Rouge appelée en renfort par le gouvernement du Québec | Coronavirus","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",4078,"1 journaliste","Améli Pineda","un reportage judiciaire",2020-01-30,"https://www.ledevoir.com/societe/598702/montreal-controverse-autour-d-une-arrestation-musclee","Controverse autour d’une arrestation musclée","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",4353,"1 journaliste","Améli Pineda","un reportage judiciaire",2021-03-20,"https://www.ledevoir.com/societe/577426/covid-19-service-correctionnel-canada-vise-par-une-demande-d-action-collective","Service Correctionnel Canada visé par une demande d’action collective","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",3500,"1 journaliste","Éric Leblanc","une chronique sportive",2022-09-18,"https://www.rds.ca/hockey/canadiens/owen-beck-precis-comme-un-anesthesiste-1.16215030","Canadiens - Owen Beck : précis comme un anesthésiste, fonceur comme un bélier","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",5267,"1 journaliste","Emilie Nicolas","une chronique société",2020-08-13,"https://ledevoir.com/opinion/chroniques/584038/manifester-fonctionne","Manifester fonctionne","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",3923,"1 journaliste","Améli Pineda","un reportage judiciaire",2020-03-10,"https://www.ledevoir.com/societe/571063/le-pere-suspecte-d-avoir-tue-sa-conjointe-a-mascouche-etait-un-educateur-specialise","Mascouche: Benoît Cardinal est accusé de meurtre non prémédité","Human","0.0","0.0","1.0"
"corpus-1-humain.csv",4193,"1 journaliste","Améli Pineda","un reportage judiciaire",2020-03-19,"https://www.ledevoir.com/politique/quebec/571605/parti-quebecois-frederic-bastien-se-lance-dans-la-course","Frédéric Bastien se lance dans la course à la chefferie du PQ","Human","0.0","0.0","1.0"
